,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2017-06-02,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.290909090909,0.290909090909,0.490909090909,0.4,0.525,0.325,0.325,0.125,0.125,0.125,0.125,0.125
2017-06-02,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.290909090909,0.290909090909,0.490909090909,0.4,0.525,0.325,0.325,0.125,0.125,0.125,0.125,0.125
2017-06-08,0.0909090909091,0.0909090909091,0.233766233766,0.233766233766,0.3170995671,0.383766233766,0.383766233766,0.460689310689,0.460689310689,0.317832167832,0.317832167832,0.226923076923,0.226923076923,0.226923076923,0.226923076923,0.226923076923,0.14358974359,0.14358974359,0.14358974359,0.14358974359
2017-06-15,0.0714285714286,0.0714285714286,0.0714285714286,0.0714285714286,0.0714285714286,0.0714285714286,0.0714285714286,0.238095238095,0.363095238095,0.363095238095,0.588095238095,0.588095238095,0.588095238095,0.564285714286,0.659523809524,0.659523809524,0.784523809524,0.784523809524,0.659523809524,0.659523809524
2017-07-04,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.222222222222,0.222222222222,0.293650793651,0.638528138528,0.638528138528,0.813131313131,0.813131313131,0.924242424242,0.924242424242,0.813131313131,0.670274170274,0.670274170274,0.273448773449,0.273448773449,0.18253968254,0.18253968254
2017-07-04,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.222222222222,0.222222222222,0.293650793651,0.638528138528,0.638528138528,0.813131313131,0.813131313131,0.924242424242,0.924242424242,0.813131313131,0.670274170274,0.670274170274,0.273448773449,0.273448773449,0.18253968254,0.18253968254
2017-07-04,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.222222222222,0.222222222222,0.293650793651,0.638528138528,0.638528138528,0.813131313131,0.813131313131,0.924242424242,0.924242424242,0.813131313131,0.670274170274,0.670274170274,0.273448773449,0.273448773449,0.18253968254,0.18253968254
2017-07-17,0.25,0.75,1.08333333333,0.583333333333,0.666666666667,2.16666666667,2.16666666667,1.53333333333,0.2,0.2,0.2,0.2,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2017-08-08,0.0909090909091,0.0909090909091,0.0909090909091,0.20202020202,0.685353535354,0.85202020202,0.85202020202,0.85202020202,0.60202020202,0.692929292929,0.626262626263,0.368686868687,0.257575757576,0.257575757576,0.257575757576,0.257575757576,0.257575757576,0.257575757576,0.257575757576,0.190909090909
2017-08-18,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.313034188034,0.236111111111,0.125,0.125,0.125,0.125,0.125,0.125
2017-08-18,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.313034188034,0.236111111111,0.125,0.125,0.125,0.125,0.125,0.125
2017-08-18,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.313034188034,0.236111111111,0.125,0.125,0.125,0.125,0.125,0.125
2017-10-11,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.396825396825,0.396825396825,0.396825396825,0.285714285714,0.385714285714,0.385714285714,0.385714285714,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2017-10-17,0.1,0.3,0.466666666667,0.566666666667,0.566666666667,0.566666666667,0.366666666667,0.366666666667,0.342857142857,0.467857142857,0.367857142857,0.367857142857,0.367857142857,0.267857142857,0.267857142857,0.325,0.325,0.2,0.2,0.2
2017-10-17,0.1,0.3,0.466666666667,0.566666666667,0.566666666667,0.566666666667,0.366666666667,0.366666666667,0.342857142857,0.467857142857,0.367857142857,0.367857142857,0.367857142857,0.267857142857,0.267857142857,0.325,0.325,0.2,0.2,0.2
