Tm,Tm,O,H,L,C,V,A
2018-03-07 13:30:00,2018-03-07 13:30:00,4.71,4.72,4.7,4.72,6745.0,64948.0
2018-03-07 14:00:00,2018-03-07 14:00:00,4.72,4.73,4.71,4.71,4081.0,141116.0
2018-03-07 14:30:00,2018-03-07 14:30:00,4.72,4.72,4.7,4.71,10080.0,80173.0
2018-03-08 09:30:00,2018-03-08 09:30:00,4.66,4.73,4.66,4.72,8278.0,468846.0
2018-03-08 10:00:00,2018-03-08 10:00:00,4.73,4.76,4.72,4.73,11564.0,27899.0
2018-03-08 10:30:00,2018-03-08 10:30:00,4.74,4.85,4.72,4.81,30303.0,74891.0
2018-03-08 11:00:00,2018-03-08 11:00:00,4.81,4.82,4.77,4.77,6262.0,252057.0
2018-03-08 13:00:00,2018-03-08 13:00:00,4.77,4.79,4.74,4.77,7996.0,392083.0
2018-03-08 13:30:00,2018-03-08 13:30:00,4.77,4.77,4.73,4.74,5943.0,89197.0
2018-03-08 14:00:00,2018-03-08 14:00:00,4.73,4.76,4.73,4.75,3823.0,94644.0
2018-03-08 14:30:00,2018-03-08 14:30:00,4.75,4.76,4.73,4.75,6213.0,4750.0
